Product_ID,Name,Category,Sub-category,Supplier_ID,Cost,Product Specifications,Ratings,Reviews
P00864,Refreshing Toner,Personal Care,Skin Care,SUP47,18.99,"Alcohol-free, 200ml",4.7,Balances and refreshes skin
P00865,Shaving Cream,Personal Care,Men's Grooming,SUP07,9.99,"Rich lather, 150ml",4.5,"Smooth shave, skin-friendly"
P00866,Cooling Eye Gel,Personal Care,Eye Care,SUP47,21.99,"Soothing, 30ml",4.7,"Reduces puffiness, brightens eyes"
P00867,Perfume Set,Personal Care,Fragrance,SUP07,49.99,"Assorted scents, 3 x 30ml",4.8,"Elegant fragrances, long-lasting"
P00868,Hair Removal Wax Kit,Personal Care,Hair Removal,SUP47,24.99,"Complete kit, Gentle on skin",4.6,Effective and easy to use
P00869,Outdoor Solar Lights,Gardening,Equipment,SUP29,39.99,"Solar-powered, Set of 4",4.7,"Energy-efficient, beautiful lighting"
P00870,Vertical Garden Planter,Gardening,Plants,SUP64,89.99,"Wall-mounted, 5 tiers",4.6,"Space-saving, great for herbs"
P00871,Watering Can,Gardening,Tools,SUP64,19.99,"Metal, 2L",4.5,Sturdy and easy to use
P00872,Garden Tool Set,Gardening,Tools,SUP29,49.99,"5-piece, Ergonomic handles",4.7,Durable and comprehensive
P00873,Automatic Irrigation System,Gardening,Equipment,SUP29,79.99,"Timer, Customizable",4.8,"Saves water, convenient"
P00874,Rustic Wooden Planters,Gardening,Decor,SUP24,24.99,"Wooden, Set of 3",4.6,"Stylish, natural look"
P00875,Bonsai Tree Kit,Gardening,Plants,SUP64,34.99,Includes seeds and pot,4.7,Perfect for beginners
P00876,Garden Kneeler and Seat,Gardening,Tools,SUP29,29.99,"Foam pad, Foldable",4.5,Comfortable and practical
P00877,Hanging Planters,Gardening,Decor,SUP24,29.99,"Metal, Set of 2",4.6,"Modern design, versatile"
P00878,Organic Fertilizer,Gardening,Supplies,SUP64,12.99,"Natural, 1 kg",4.7,Promotes healthy plant growth
P00879,Bird Feeder,Gardening,Decor,SUP24,19.99,"Wooden, Weather-resistant",4.6,"Attracts birds, easy to fill"
P00880,Garden Hose with Reel,Gardening,Equipment,SUP29,59.99,"50 ft, Retractable",4.5,"Convenient storage, durable"
P00881,Rose Pruning Gloves,Gardening,Tools,SUP64,17.99,"Leather, Thorn-proof",4.8,Protective and comfortable
P00882,Plant Humidity Tray,Gardening,Supplies,SUP64,14.99,"Plastic, 30 cm",4.5,"Maintains moisture, protects surfaces"
P00883,Ornamental Wind Spinner,Gardening,Decor,SUP24,49.99,"Metal, Kinetic",4.7,"Adds movement, decorative"
P00884,Expandable Garden Trellis,Gardening,Plants,SUP64,24.99,"Wooden, Adjustable",4.6,Supports climbing plants
P00885,LED Landscape Spotlight,Gardening,Equipment,SUP29,34.99,"Solar, 4-pack",4.8,Highlights garden features
P00886,Organic Compost Bin,Gardening,Supplies,SUP64,69.99,"100L, Odorless",4.7,"Eco-friendly, easy to use"
P00887,Decorative Garden Flags,Gardening,Decor,SUP24,15.99,"Set of 5, Seasonal themes",4.5,"Adds color, festive"
P00888,Portable Potting Bench,Gardening,Tools,SUP29,79.99,"Wooden, Foldable",4.7,Convenient for gardening tasks
P00889,Bluetooth Soundbar,Electronics,Audio,SUP99,159.99,"Wireless, Home theater compatible",4.7,Enhances TV and movie audio
P00890,Wireless Earbuds,Electronics,Audio,SUP99,99.99,"Noise-cancelling, Long battery life",4.6,Compact and clear sound
P00891,Virtual Reality Headset,Electronics,Audio-Visual,SUP99,299.99,"3D Audio, Immersive experience",4.8,Realistic sound and visuals
P00892,Home Cinema Projector,Electronics,Audio-Visual,SUP99,349.99,"HD Quality, Wireless connectivity",4.7,Cinema experience at home
P00893,Portable Bluetooth Speaker,Electronics,Audio,SUP99,59.99,"Waterproof, Compact design",4.5,Great for outdoors and travel
P00894,DJ Headphones,Electronics,Audio,SUP99,129.99,"Professional quality, Comfortable fit",4.8,Ideal for DJs and audio professionals
P00895,4K Ultra HD TV,Electronics,Audio-Visual,SUP99,499.99,"55 inch, Smart features",4.9,Stunning picture quality
P00896,Desktop Microphone,Electronics,Audio,SUP99,79.99,"Studio quality, USB connection",4.6,Perfect for podcasting and recording
P00897,Compact Home Theater System,Electronics,Audio,SUP99,259.99,"5.1 Surround Sound, Bluetooth",4.7,Complete system for home entertainment
P00898,Digital Photo Frame,Electronics,Audio-Visual,SUP99,89.99,"10 inch, Wi-Fi enabled",4.5,Display photos and videos digitally
P00899,Deluxe Drawing Set,Arts,Crafts,SUP20,29.99,"Graphite & Charcoal Pencils, Erasers",4.7,Ideal for artists and hobbyists
P00900,Acrylic Paint Set,Arts,Craft Materials,SUP58,34.99,"12 colors, High-quality",4.8,Vibrant and long-lasting
P00901,Professional Sketch Pads,Arts,Crafts,SUP20,19.99,"A4, 120 pages, Acid-free",4.6,Perfect for sketching and drawing
P00902,Ceramic Sculpting Kit,Arts,Crafts,SUP58,49.99,"Tools, Clays, Guidebook",4.7,Great for beginners and experts
P00903,Oil Painting Set,Arts,Craft Materials,SUP20,39.99,"12 colors, Brushes, Canvas",4.8,Complete set for oil painting
P00904,Artist Mannequin,Arts,Crafts,SUP58,14.99,"Wooden, Adjustable",4.5,Helpful for figure drawing
P00905,Engraving Art Kit,Arts,Crafts,SUP20,24.99,"Metal sheets, Tools, Patterns",4.6,Fun and creative for all ages
P00906,Watercolor Pencils Set,Arts,Craft Materials,SUP58,29.99,"24 colors, Water-soluble",4.7,Versatile and easy to use
P00907,Calligraphy Starter Kit,Arts,Crafts,SUP20,22.99,"Inks, Nibs, Guide",4.6,Ideal for learning calligraphy
P00908,Clay Modeling Tools,Arts,Crafts,SUP58,19.99,Various shapes and sizes,4.5,Essential for sculpting
P00909,Fine Art Brush Set,Arts,Craft Materials,SUP20,27.99,"High-quality, Multiple sizes",4.8,Perfect for detailed work
P00910,Graphic Design Tablet,Arts,Crafts,SUP58,99.99,"Digital, Stylus included",4.9,Great for digital artists
P00911,Pastel Chalk Set,Arts,Craft Materials,SUP20,17.99,"Soft pastels, 24 colors",4.6,Smooth and blendable
P00912,Glass Painting Kit,Arts,Crafts,SUP58,29.99,"Paints, Outliners, Patterns",4.7,Unique and creative
P00913,Metallic Marker Set,Arts,Craft Materials,SUP20,12.99,"Assorted colors, Fine tip",4.5,Great for decorative projects
P00914,Origami Paper Set,Arts,Crafts,SUP58,9.99,"Colorful, Assorted sizes",4.6,Perfect for paper folding crafts
P00915,Airbrush Kit,Arts,Craft Materials,SUP20,79.99,"Complete set, Compressor",4.8,Ideal for artists and hobbyists
P00916,3D Pen Set,Arts,Crafts,SUP58,59.99,"Filaments included, User-friendly",4.7,Fun and innovative art tool
P00917,Fabric Painting Set,Arts,Craft Materials,SUP20,24.99,"Non-toxic, Assorted colors",4.6,Great for customizing fabrics
P00918,Stone Carving Set,Arts,Crafts,SUP58,49.99,"Tools, Stones, Guide",4.7,Ideal for beginners in stone carving
P00919,Compact Circular Saw,Tools,Power Tools,SUP38,99.99,"Cordless, 4-inch blade",4.5,Compact and efficient for quick cuts
P00920,Heavy-Duty Hammer Drill,Tools,Power Tools,SUP38,139.99,"Electric, Variable speed",4.6,Robust and reliable for tough materials
P00921,Professional Sander,Tools,Power Tools,SUP38,79.99,"Orbital, Dust collection",4.4,"Smooth finish, efficient dust handling"
P00922,Multi-Tool Kit,Tools,Construction Tools,SUP38,119.99,"Cordless, Various attachments",4.7,Versatile for different construction tasks
P00923,Electric Screwdriver Set,Tools,Power Tools,SUP38,59.99,"Rechargeable, Multiple heads",4.5,Convenient for everyday use
P00924,Industrial Jigsaw,Tools,Power Tools,SUP38,109.99,"Variable speed, Durable",4.6,Precise and powerful for intricate cuts
P00925,Construction Nailer,Tools,Construction Tools,SUP38,149.99,"Pneumatic, High capacity",4.8,Efficient and reliable for framing work
P00926,Table Saw,Tools,Power Tools,SUP38,199.99,"10-inch blade, Adjustable",4.7,Accurate and stable for large projects
P00927,Electric Planer,Tools,Power Tools,SUP38,89.99,"Handheld, Dust ejector",4.5,"Smooth operation, convenient dust management"
P00928,Portable Work Light,Tools,Construction Tools,SUP38,49.99,"LED, Rechargeable",4.4,Bright and durable for construction sites
P00929,Organic Energy Bars,Food,Snacks,SUP96,7.99,"Energy boosting, 12 pack",4.6,Nutritious and perfect for on-the-go
P00930,Herbal Detox Tea,Food,Beverages,SUP96,12.99,"Cleansing blend, 20 tea bags",4.7,Refreshing and purifying
P00931,Superfood Smoothie Mix,Food,Health,SUP96,14.99,"Spirulina, Chia, Flaxseed",4.8,Rich in nutrients and flavor
P00932,Natural Almond Butter,Food,Spreads,SUP96,8.99,"Creamy, No added sugar",4.6,Delicious and healthy alternative
P00933,Organic Quinoa,Food,Grains,SUP96,5.99,"Gluten-free, 1 lb bag",4.7,Versatile and high in protein
P00934,Vegan Protein Powder,Food,Supplements,SUP96,29.99,"Pea protein, Chocolate flavor",4.8,Great taste and plant-based
P00935,Herbal Wellness Shots,Food,Health,SUP96,19.99,"Ginger and turmeric, 10 pack",4.6,Immunity boosting and convenient
P00936,Eco-Friendly Snack Bars,Food,Snacks,SUP96,6.49,"Biodegradable packaging, 12 pack",4.5,Tasty and eco-conscious
P00937,Organic Herbal Supplements,Food,Supplements,SUP96,24.99,"Daily vitamins, 30 capsules",4.7,Natural and effective
P00938,Keto-Friendly Nuts Mix,Food,Snacks,SUP96,7.49,"Low carb, Mixed nuts",4.6,Ideal for keto diet
P00939,Green Superfood Powder,Food,Health,SUP96,34.99,"Spirulina, Wheatgrass, 300g",4.8,Nutrient-dense and easy to mix
P00940,Organic Dried Fruits,Food,Snacks,SUP96,9.99,"No sugar added, 500g",4.7,Sweet and natural snack
P00941,Herbal Sleep Aid Tea,Food,Beverages,SUP96,13.99,"Chamomile, Lavender, 20 bags",4.6,Relaxing and helps with sleep
P00942,Raw Nut Mix,Food,Snacks,SUP96,8.99,"Assorted raw nuts, 400g",4.6,Healthy and satisfying
P00943,Gluten-Free Baking Mix,Food,Bakery,SUP96,5.99,"All-purpose, 1 lb",4.5,Convenient and versatile for baking
P00944,Organic Coconut Oil,Food,Oils,SUP96,10.99,"Cold-pressed, 500ml",4.7,Great for cooking and skincare
P00945,Vegetarian Capsules,Food,Supplements,SUP96,29.99,"Multivitamins, 60 capsules",4.8,Complete daily nutrition
P00946,Antioxidant Juice Blend,Food,Beverages,SUP96,15.99,"Berries mix, 1L",4.6,Delicious and packed with antioxidants
P00947,Probiotic Yogurt Snacks,Food,Dairy,SUP96,4.99,"Low-fat, Assorted flavors",4.5,Healthy and tasty probiotic snack
P00948,Organic Honey,Food,Sweeteners,SUP96,7.99,"Raw and unfiltered, 16 oz",4.7,Natural sweetness and health benefits
P00949,Shrimp Cocktail Platter,Food,Seafood,SUP30,24.99,"Pre-cooked, Ready to serve",4.6,Perfect for parties
P00950,Lobster Tails,Food,Seafood,SUP30,29.99,"Frozen, 2 tails per pack",4.7,Luxurious and tasty
P00951,Crab Meat,Food,Seafood,SUP30,17.99,"Canned, 200g",4.5,Versatile for recipes
P00952,Smoked Trout,Food,Seafood,SUP30,13.99,"Vacuum packed, 250g",4.6,Flavorful and convenient
P00953,Tilapia Fillets,Food,Seafood,SUP30,9.99,"Frozen, 500g",4.4,Lean and mild flavored
P00954,Mackerel in Olive Oil,Food,Seafood,SUP30,6.99,"Canned, 150g",4.5,Rich and nutritious
P00955,Octopus Tentacles,Food,Seafood,SUP30,22.99,"Frozen, 400g",4.7,Tender and versatile
P00956,King Crab Legs,Food,Seafood,SUP30,34.99,"Frozen, Pre-cooked",4.8,Luxury seafood choice
P00957,Sushi Grade Tuna,Food,Seafood,SUP30,25.99,"Fresh, 300g",4.9,Perfect for sushi making
P00958,Salmon Roe,Food,Seafood,SUP30,18.99,"Frozen, 200g",4.6,Delicate and flavorful
P00959,Halibut Steaks,Food,Seafood,SUP30,21.99,"Frozen, 2 steaks",4.5,Firm texture and rich taste
P00960,Cod Liver Oil,Food,Supplements,SUP30,14.99,"Bottle, 500ml",4.7,Healthy and high in Omega-3
P00961,Seafood Paella Kit,Food,Meal Kits,SUP30,19.99,Ingredients and recipe included,4.6,Easy and authentic
P00962,Anchovies in Salt,Food,Seafood,SUP30,7.99,"Jarred, 100g",4.4,Salty and flavorful
P00963,Sardines in Tomato Sauce,Food,Seafood,SUP30,5.99,"Canned, 150g",4.5,Convenient and tasty
P00964,Sea Bass Fillets,Food,Seafood,SUP30,16.99,"Frozen, Skin-on, 400g",4.7,Delicious and flaky
P00965,Rainbow Trout,Food,Seafood,SUP30,13.99,"Fresh, Whole fish",4.6,Freshwater delicacy
P00966,Catfish Fillets,Food,Seafood,SUP30,11.99,"Frozen, 500g",4.5,Mild and tender
P00967,Herring in Wine Sauce,Food,Seafood,SUP30,8.99,"Jarred, 200g",4.6,Traditionally prepared
P00968,Scallops,Food,Seafood,SUP30,27.99,"Frozen, Large size",4.7,Sweet and succulent
P00969,Trail Running Shoes,Clothing,Footwear,SUP15,69.99,"Rugged, Waterproof, Size 8-12",4.6,Durable for tough terrains
P00970,Fashion Ankle Boots,Clothing,Footwear,SUP15,89.99,"Leather, Zip closure, Size 6-10",4.7,Stylish and comfortable
P00971,Hiking Boots,Clothing,Footwear,SUP15,99.99,"High-top, Supportive, Size 7-11",4.8,Great for outdoor adventures
P00972,Children's Sneakers,Clothing,Footwear,SUP15,29.99,"Colorful, Durable, Sizes 1-5",4.5,Perfect for active kids
P00973,Women's Fashion Sneakers,Clothing,Footwear,SUP15,49.99,"Casual, Slip-on, Size 5-9",4.4,Trendy and easy to wear
P00974,Men's Loafers,Clothing,Footwear,SUP15,59.99,"Genuine leather, Comfortable, Size 8-12",4.6,Elegant and versatile
P00975,Waterproof Winter Boots,Clothing,Footwear,SUP15,79.99,"Insulated, Slip-resistant, Size 6-11",4.7,Warm and reliable in snow
P00976,Athletic Gym Sneakers,Clothing,Footwear,SUP15,64.99,"Breathable, Size 7-12, Non-marking sole",4.5,Ideal for indoor workouts
P00977,Beach Sandals,Clothing,Footwear,SUP15,24.99,"Lightweight, Quick-drying, Size 6-10",4.3,Comfortable for beach walks
P00978,Formal Dress Shoes,Clothing,Footwear,SUP15,89.99,"Classic style, Lace-up, Size 9-13",4.6,Perfect for business attire
P00979,Children's Winter Coat,Clothing,Children,SUP93,39.99,"Waterproof, Sizes 3-8",4.7,Cozy and protective for winter
P00980,Toddler T-Shirt Set,Clothing,Children,SUP93,19.99,"Cotton, Pack of 5, Sizes 2-4",4.6,Colorful and soft for toddlers
P00981,Girls' Summer Dress,Clothing,Children,SUP93,24.99,"Light fabric, Sizes 4-10",4.5,Cute and comfortable for summer
P00982,Boys' Cargo Shorts,Clothing,Children,SUP93,22.99,"Durable, Multiple pockets, Sizes 4-12",4.6,Practical for active boys
P00983,Educational Toy Robot,Toys,Education,SUP93,49.99,"Interactive, Teaches coding",4.8,Fun and educational for kids
P00984,Kids' Puzzle Set,Toys,Education,SUP93,14.99,"Age 3+, Assorted designs",4.7,Great for cognitive development
P00985,Toddler Activity Book,Toys,Education,SUP93,9.99,"Coloring, Stickers, Ages 2-4",4.6,Creative and engaging
P00986,Girls' Leggings Pack,Clothing,Children,SUP93,29.99,"Stretchable, Pack of 3, Sizes 3-8",4.5,Stylish and versatile for girls
P00987,Boys' Graphic Tees,Clothing,Children,SUP93,27.99,"Cotton, Fun prints, Sizes 4-12",4.6,Cool designs kids love
P00988,Plush Toy Collection,Toys,Children,SUP93,34.99,"Soft, Assorted animals",4.7,Adorable and huggable for children
P00989,Performance Running Shorts,Clothing,Sportswear,SUP19,29.99,"Moisture-wicking, Sizes S-XL",4.5,Comfortable for long runs
P00990,Yoga Mat,Sports,Fitness Equipment,SUP19,34.99,"Non-slip, Eco-friendly material",4.7,Durable and provides great grip
P00991,Fitness Tracker,Clothing,Sportswear,SUP19,59.99,"Heart rate monitor, Waterproof",4.6,Accurate and user-friendly
P00992,Compression Leggings,Clothing,Sportswear,SUP19,39.99,"Supportive, Quick-dry, Sizes S-XL",4.4,Ideal for workouts and recovery
P00993,Adjustable Dumbbells,Sports,Fitness Equipment,SUP19,69.99,"5-25 lbs, Easy to adjust",4.8,Versatile and space-saving
P00994,Gym Towel Set,Clothing,Sportswear,SUP19,17.99,"Quick-drying, Pack of 3",4.3,Soft and absorbent
P00995,Fitness Jump Rope,Sports,Fitness Equipment,SUP19,14.99,"Adjustable, Lightweight",4.5,Effective for cardio workouts
P00996,Workout Tank Top,Clothing,Sportswear,SUP19,22.99,"Breathable mesh, Sizes M-XL",4.2,Lightweight and keeps you cool
P00997,Exercise Yoga Ball,Sports,Fitness Equipment,SUP19,24.99,"Anti-burst, Includes pump",4.6,Great for balance and core exercises
P00998,Cycling Gloves,Clothing,Sportswear,SUP19,19.99,"Padded, Breathable, Sizes S-L",4.4,Provides grip and comfort
P00999,Gluten-Free Oatmeal,Grocery,Breakfast,SUP54,5.99,"Whole grain, 500g",4.7,Healthy and hearty breakfast option
P01000,Almond Butter,Grocery,Food Items,SUP54,10.99,"Natural, Creamy, 16 oz",4.8,Delicious and nutritious spread
P01001,Vegan Protein Powder,Grocery,Health Foods,SUP54,19.99,"Plant-based, 20g protein, 1 lb",4.6,Great for smoothies and workouts
P01002,Organic Quinoa,Grocery,Food Items,SUP54,7.99,"Whole grain, 1 lb",4.5,Versatile and nutritious grain
P01003,Energy Bars Box,Grocery,Snacks,SUP54,12.99,"Assorted flavors, Box of 10",4.7,Perfect on-the-go snack
P01004,Organic Apple Cider Vinegar,Grocery,Health Foods,SUP54,8.99,"Raw, Unfiltered, 16 oz",4.6,Multiple health benefits
P01005,Natural Peanut Butter,Grocery,Food Items,SUP54,9.99,"No added sugar, Creamy, 16 oz",4.7,Tasty and healthy
P01006,Whole Grain Bread,Grocery,Bakery,SUP54,3.99,"Organic, High fiber, 1 loaf",4.5,Nutritious and delicious
P01007,Organic Pasta Sauce,Grocery,Food Items,SUP54,6.99,"Tomato basil, No added sugar, 24 oz",4.6,"Rich flavor, healthy choice"
P01008,Frozen Mixed Berries,Grocery,Frozen Foods,SUP54,5.99,"Organic, 1 lb",4.7,Great for smoothies and desserts
